sha,date,tier,area,files,status,note,subject
8ea8c0cdf6,2026-03-10,D,lua+sql,10,content-queued,see content_queue.csv; new_text_keys=2; applies_clean=no,"[lua, sql] Implement Requiem of Sin battlefield"
a561523612,2026-03-10,C,lua,4,content-queued,see content_queue.csv; new_text_keys=1; applies_clean=no,Fix Fast Blade mobskill message and add safety to COR AF3
d3e46c1fce,2026-03-10,D,lua,3,,,PUP AF crafting system
809cdd0418,2026-03-11,D,cpp,4,,,[cpp] Adds getLocalVars lua binding
86c7b27ca5,2026-03-11,D,cpp,7,,,Clean clang-tidy-22 warnings
be830dbb47,2026-03-11,D,cpp+tools,20,,,Update to clang-format-22
c7f03e5ecc,2026-03-11,D,cpp,4,,,Track FRAGMENTS offset for retries purposes
037acd26d7,2026-03-12,D,lua,1,,,Change resist tier calculation to stop on resist failure
d59e51a64f,2026-03-12,D,lua,4,content-queued,see content_queue.csv; new_text_keys=7; applies_clean=yes,[lua] Abyssea Minor Clean up
2c90dc26ac,2026-03-13,D,cpp,6,,,Core: add Scheduler::blockOnMain
c170743d70,2026-03-13,C,lua,1,conflict,does not apply cleanly onto 9e6f10c2fb,Bug Fix Out of the Depths Title Reward fix
c28c82715d,2026-03-13,D,cpp,28,,,Core: Pipe Scheduler into CLuaTestEntity
f86f25d137,2026-03-14,B,cpp,2,adopted,in verified batch 2026-08-21; build + 264/264 tests pass,[core] adjust usage of std::stack pop calls
8964c53d66,2026-03-15,C,cpp+lua,3,conflict,does not apply cleanly onto 9e6f10c2fb,"[trust] AAEV gambits, Amchuchu gambit ONE_FOR_ALL ai.r.MA->ai.r.JA fix"
ad3008f909,2026-03-15,D,cpp+lua+sql,5,,,"[sql,lua,core] Make gambit RANDOM skillchain-aware; add AAEV mobskills"
bcb38d4777,2026-03-15,B,cpp,2,conflict,does not apply cleanly onto 9e6f10c2fb,[core] Remove status effects by flag before adding level sync
c4d1146910,2026-03-15,B,cpp,6,adopted,in verified batch 2026-08-21; build + 264/264 tests pass,[core] Add CLuaWeaponskill for lua userdata type
323e855bb9,2026-03-16,D,sql,2,,,Implement Monastic Cavern spawn slots
642370e4b5,2026-03-16,D,sql,2,,,Implement Ro'Maeve spawn slots
8b97a84e11,2026-03-16,C,sql,1,conflict,does not apply cleanly onto 9e6f10c2fb,[sql] Seasons Greetings Delay Fixes
9a84daeafa,2026-03-16,D,lua+sql,5,,,Implement Ifrit's Cauldron spawn slots
c26774e30d,2026-03-16,D,lua+sql,3,,,Implement Konschtat Highlands spawn slots
d6af23d3a5,2026-03-16,C,lua,1,candidate,"applies cleanly, not yet built or reviewed",Fix `givemagianitem` GM command
d7ce0f4d56,2026-03-16,D,lua+sql,10,content-queued,see content_queue.csv; new_text_keys=3; applies_clean=no,COR AF3 Fight (Against All Odds)
ef8628363e,2026-03-16,D,lua+sql,3,,,Implement La Theine Plateau spawn slots
0652d176d9,2026-03-17,D,lua+sql,3,,,Implement Crawler's Nest spawn slots
0daa2bb99b,2026-03-17,D,lua+sql,5,,,Implement Bostaunieux Oubliette spawn slots
1363188e72,2026-03-17,D,other,12,,,[ci] Update actions versions
33422d5d1c,2026-03-17,D,cpp,1,,,Move `WEAPONSKILL_USE` and `WEAPONSKILL_TAKE` listeners
7e1e254702,2026-03-17,D,cpp+lua,28,,,Normalize the usage of `WEAPONSKILL_STATE_EXIT` listener
805c8ccf83,2026-03-17,D,lua+sql,5,,,Implement Fei'Yin spawn slots
bf644bfd78,2026-03-17,D,lua+sql,7,,,Implement Davoi spawn slots
f8a968cb95,2026-03-17,D,lua+sql,6,,,Implement Castle Zvahl Keep spawn slots
fb51be818c,2026-03-17,C,cpp,1,candidate,"applies cleanly, not yet built or reviewed",Fixes #9398
ff7440a337,2026-03-17,C,lua,1,candidate,"applies cleanly, not yet built or reviewed",Fixes #9100
1593bb8d31,2026-03-18,D,lua,2,,,Adjust SC Trigger distance for Against All Odds
63a1e00f34,2026-03-18,C,lua,1,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Despot behavior
3430df2dad,2026-03-19,C,lua,1,conflict,does not apply cleanly onto 9e6f10c2fb,[trust] AAEV fixed palisade using MA not JA
a5af516c32,2026-03-19,D,cpp,31,,,Core: Unify scheduler naming
b4089cc1f0,2026-03-19,D,lua,6,,,Reorder jsa enum and remove associated alias
ea57bf8dfc,2026-03-19,D,lua+sql,2,,,"[sql,lua] AAEV shield mastery power lvl range, reprisal spell"
f3cf563b03,2026-03-19,D,lua,87,skip-large,"87 files, structural",Convert jsa.SKILL to mobSkill.SKILL
10ab9302a5,2026-03-20,D,lua+sql,10,adopted,content ported 2026-08-21; IDs.lua text kept ours; 265/265 tests,[lua] [sql] Follow the White Rabbit
3f18a7b93c,2026-03-20,D,lua,4,,,Exdata supporting enums for Bonanza/Brenner/Escutcheons/Legion
9a0b9eff18,2026-03-20,D,lua,2,,,Enum and data for Moblin Maze Mongers
0e101409bd,2026-03-21,D,lua+sql,2,,,[trust] AAHM: Added gambits/mods/tp usage
10476d4cd5,2026-03-21,D,cpp,28,,,Core: Remove Scheduler::isTest helpers
1b8c0fc087,2026-03-21,D,lua,2,,,Bundled augments enum and data
38eecefdb0,2026-03-21,D,cpp,4,,,Core: Remove g_PTrigger legacy global
61fba4f9d3,2026-03-21,D,cpp,1,,,Add safety to spawn lists
6222643642,2026-03-21,D,lua,4,,,Enums and data for Pankration
8c282b9d84,2026-03-21,D,lua,1,,,Evolith data tables
9928a9d7bf,2026-03-21,D,cpp,6,,,Core: Simplify ZMQ wrapper lifetimes
a548d3795c,2026-03-21,C,mod,1,candidate,"applies cleanly, not yet built or reviewed",Modules: Fix issue with GM Horro
a68d47b389,2026-03-21,D,cpp+mod,2,,,Core: Add forced yields in ZoneServer cleanup steps
d68fd1eab8,2026-03-21,D,lua,2,,,Exdata enums for Evolith/Meeble
f97426167a,2026-03-21,D,lua,5,,,"Enums for Chocobo Racing/Raising, Mannequins"
21dd80fcfa,2026-03-22,C,lua,1,conflict,does not apply cleanly onto 9e6f10c2fb,Yazquhl ws message placement fix
29f064c250,2026-03-22,D,lua,1,,,Remove unused `xi.ws` weaponskill alias
621a625dd2,2026-03-22,D,lua,9,,,`WEAPONSKILL_USE` minor cleanup leftovers
63287096f5,2026-03-22,D,lua,3,,,Enums for Mezzotinting exdata
77a6ca084b,2026-03-22,B,cpp+lua+mod+tools,11,conflict,does not apply cleanly onto 9e6f10c2fb,[core] [lua] Load /check exp curve from lua
9a54a437a7,2026-03-22,D,lua,3,,,[trust] tuned AAEV/AAHM/Amchuchu and cleaned up scripts
90e0803fe6,2026-03-23,D,cpp,1,,,Update client spells and abilities after changing equip
b2372f8afd,2026-03-23,D,cpp+lua,25,,,Revamp exdata handling
d30bacf678,2026-03-23,D,cpp,1,,,Update synthesis skill up amount calculations
e89cd15371,2026-03-23,D,sql,1,,,"Spells cost,recast,levels audit"
e936ed1a5c,2026-03-23,A,cpp,1,adopted,in verified batch 2026-08-21; build + 264/264 tests pass,[core] nullptr check for Rune Enhancement
eba9f55da9,2026-03-24,D,lua,3,,,[tests] Adjust Sonic Boom Finish & mobs parrying/guarding tests
731a56beb2,2026-03-26,D,mod,2,,,[lua][module] ToAU mission era wait times
79160eda1f,2026-03-26,D,lua,1,,,[lua] Changed Valkurm Emperor to true lotto
cc3e1f41fb,2026-03-26,D,lua+mod,2,,,[lua] Refactor PDIF clamping and simplify code
03d2a3e1be,2026-03-27,D,cpp,2,,,Core: Move NetworkBuffer definition
2c0b453c68,2026-03-27,D,cpp,2,,,Core: add operator== and hash to IPP
87679ec73c,2026-03-27,D,lua,2,,,Add rewards to brigands chart
a1a539fc07,2026-03-27,C,cpp,1,candidate,"applies cleanly, not yet built or reviewed",Fix Ranged Weapon Rank
b50dc1ba1a,2026-03-27,D,cpp+sql,4,,,Mob fishable for brigands chart
c28468d5ae,2026-03-27,D,cpp+lua,4,,,Core: Remove PacketMod system
25eb02485b,2026-03-28,D,lua+sql,15,content-queued,see content_queue.csv; new_text_keys=18; applies_clean=no,The Bonds of Fate (Qultada)
2a089fb611,2026-03-28,D,lua,3,,,[lua] KS99 Horns of War
2e362739c9,2026-03-28,D,cpp,2,,,Core: Refactor packet building in MapNetworking
300d431dee,2026-03-28,D,cpp,2,,,Core: Move network cpp locals into class members
3f512b54d3,2026-03-28,D,lua+sql,8,,,Implement Middle Delkfutts Tower spawn slots
5d8eed9c54,2026-03-28,C,lua,1,conflict,does not apply cleanly onto 9e6f10c2fb,[lua] KS30 ODS Fix
6d5a39e3da,2026-03-28,D,cpp,5,,,Core: Tidy up MapSocket
8dab201cad,2026-03-28,D,cpp,5,,,Core: Use IPP as const&
d4009182af,2026-03-28,D,cpp,6,,,Allow mob entities to use job abilities
d62518a18a,2026-03-28,D,cpp+lua,21,,,Exdata definitions
f7620e3e27,2026-03-28,D,cpp,4,,,Core: Streamline MapStatistics usage in MapNetworking
495ccff91c,2026-03-29,D,cpp+lua,29,,,Enable ximesh files support
705b757e7b,2026-03-29,D,lua+sql,10,,,Implement Kuftal Tunnel spawn lots and NM PHs
bd6f94195c,2026-03-29,D,sql,2,,,Implement Promy Dem spawn slots
dea239f7b6,2026-03-29,D,lua+sql,17,,,Implement Sea Serpent Grotto spawn slots and NM phs
deb1718220,2026-03-29,D,lua+sql,3,,,Implement PsoXja spawn slots and NM info
df7fa93e39,2026-03-29,D,lua+sql,4,,,Implement Upper Delkfutt's Tower spawn slots and update NM PHs
11041643a4,2026-03-30,D,lua+sql,8,,,Implement Inner Horutoto Ruins spawn slots and phs
14813751f2,2026-03-30,D,lua+sql,16,content-queued,see content_queue.csv; new_text_keys=2; applies_clean=no,Audit Uleguerand Range NMs
5e1af23ab5,2026-03-30,D,lua,2,,,Implemented burden of suspicion
6c8c49b84d,2026-03-30,D,lua+sql,4,,,Implement King Ranperre's Tomb spawn slots & ph info
72b1a305e3,2026-03-30,D,lua+sql,3,,,Implements yuhtunga jungle spawn slots
91cb5663d0,2026-03-30,D,lua+sql,2,,,Implemented Storm on the Horizon
95be31d2bd,2026-03-30,D,lua+sql,4,,,Implement West Sarutabaruta spawn slots and ph ids
c1f0f0c919,2026-03-30,D,lua+sql,3,,,Implement cape Teriggan spawn slots
cd6085f8f7,2026-03-30,D,sql,2,,,Implement Ve'Lugannon Palace spawn slots
3bd97fcd30,2026-03-31,C,lua,2,candidate,"applies cleanly, not yet built or reviewed",[lua] Fix edge cases that report incorrect misses for mob/weaponskill
7ac7f64457,2026-03-31,B,cpp+lua,14,adopted,in verified batch 2026-08-21; build + 264/264 tests pass,"[core] [lua] Actually enforce ""must zone"" and not just /logout"
b97af9bec6,2026-03-31,A,cpp,1,adopted,in verified batch 2026-08-21; build + 264/264 tests pass,Fix stackoverflow from reentrant action queue
1b3e4abe82,2026-04-01,D,cpp+lua,25,,,Exdata definitions
27d9d96ac9,2026-04-02,D,lua,20,,,Replace magic numbers in TOAU shops
4543311d5d,2026-04-02,B,cpp,2,conflict,does not apply cleanly onto 9e6f10c2fb,[core] Filter additional bad equip packets
484870adcb,2026-04-02,B,cpp,3,adopted,in verified batch 2026-08-21; build + 264/264 tests pass,[core] Always fetch subjob when saving char to db
9b0853e13b,2026-04-02,D,cpp+lua,39,,,Exdata definitions
ca89c38ab3,2026-04-02,B,cpp,1,adopted,in verified batch 2026-08-21; build + 264/264 tests pass,[core] thunder element should look up thunder res rank
ec482c38ff,2026-04-02,D,lua,2,content-queued,see content_queue.csv; new_text_keys=1; applies_clean=yes,Quest Cleanup Promotion Superior Private
f8703d079a,2026-04-02,D,lua,3,,,[lua] Add 'hitsLanded' = 1 to calcparams of magic ws (#9701)
2a5c95b2c6,2026-04-03,D,lua,24,,,"Replace Magic Numbers in Tavnazia, Nashmau, Shadowreign shops"
fe8fa98123,2026-04-03,D,lua,3,,,[lua] [lls] Adjust some LLS hinting for new LLS version
16c325eecb,2026-04-04,D,cpp+lua,22,,,Exdata definitions
6ecd7d73e3,2026-04-04,D,lua,3,adopted,content ported 2026-08-21; IDs.lua text kept ours; 265/265 tests,[lua] ENM Pulling the Strings framework
80d778ae8b,2026-04-04,D,lua+sql,4,,,Ancient Goobbue Audits
5fe5925e87,2026-04-05,D,lua+sql,16,content-queued,see content_queue.csv; new_text_keys=1; applies_clean=no,[lua] [sql] Moblin Fantocciniman + Marionette Dice
68231186eb,2026-04-05,D,lua+sql,6,,,"[lua, sq;] ToAU 13 Lost Kingdom fight adjustments"
92f308c5e4,2026-04-05,D,lua+sql,6,,,[lua] [sql] Moblin Emotes
be0f07fe05,2026-04-05,D,lua,1,,,TOAU Mission 5 Quest IF Adjustments
e8377fd0e1,2026-04-05,C,lua,1,candidate,"applies cleanly, not yet built or reviewed",Bug Fix Quest Rock Racketeer wrong Prog Value
f1cd54d8f5,2026-04-05,D,sql,1,,,Remove Silver beastcoin from THF quest quadavs
471e77bfd1,2026-04-06,D,lua,1,,,Yeet unneeded THF AF1 stew code
c277d76ef4,2026-04-06,D,lua+sql,8,,,[lua] [sql] Marionette Dice Pt. 1
d8eb64ef39,2026-04-06,C,cpp+lua,3,conflict,does not apply cleanly onto 9e6f10c2fb,Fix message ID for Leviathan Slowga
e2d128deb0,2026-04-06,C,cpp,1,conflict,does not apply cleanly onto 9e6f10c2fb,[c++] Fix Moghouse entry in WoTG + SoA
ea1281f3be,2026-04-06,D,cpp+lua,45,skip-large,"45 files, structural",Exdata definitions
e0f887abc9,2026-04-07,D,cfg+cpp,2,,,Limit delivery box to 128 items in flight
0cd9023c07,2026-04-08,D,lua+sql,11,content-queued,see content_queue.csv; new_text_keys=1; applies_clean=no,Behind the Smile quest implementation
3735add32f,2026-04-08,C,lua+sql,23,conflict,does not apply cleanly onto 9e6f10c2fb,Fix item names and sortnames to match retail data
3e61639fb7,2026-04-08,D,lua,1,,,BRD AF3 Bugfix
64eff5815a,2026-04-08,D,cpp+lua,9,,,Call onItemDrop when passing through the recycle bin
65b483eb2f,2026-04-08,D,cpp+sql,8,,,Bump item flags from uint16 to uint32
7eee10269d,2026-04-08,B,cpp+lua,535,skip-large,"535 files, structural",[core][lua] Physical Mobskll Refactor
aba8a3899e,2026-04-08,C,lua+sql,4,content-queued,see content_queue.csv; new_text_keys=1; applies_clean=yes,"[lua, sql] Fixes COP 7-1 full inventory message and NPC"
cb6178d986,2026-04-08,D,lua+sql,21,content-queued,see content_queue.csv; new_text_keys=0; applies_clean=no,Boat Audit Pt. 1 revisions
cd584cc3ef,2026-04-08,D,cpp,1,,,[login] Increment key after char deletion
fd909cba89,2026-04-08,D,lua,141,content-queued,see content_queue.csv; new_text_keys=19; applies_clean=no,[documentation] Moves all of the old limbus to documentation folder
03264f9ee2,2026-04-09,D,lua,49,skip-large,"49 files, structural",Missions: Add empty stubs for TVR mission line
03afc2a27e,2026-04-09,D,sql,2,,,Add missing general items
100d7ddfee,2026-04-09,D,lua,10,,,Missions: Add empty stubs for remaining ASA missions
1e4ef32fb0,2026-04-09,D,cpp+lua,20,,,Move item flags to ItemFlag enum class
256d6fd5f2,2026-04-09,D,lua+sql,15,content-queued,see content_queue.csv; new_text_keys=0; applies_clean=no,[lua] [sql] Ouryu Cometh
427cfc249a,2026-04-09,D,sql,4,,,Add missing equipment and weapon items
5fa07c8354,2026-04-09,D,lua,14,,,Missions: Format AMK missions a little
7ffd5e4d37,2026-04-09,D,cpp+sql,2,,,Convert item_basic flags to readable SQL variables
8878944eeb,2026-04-09,D,lua+sql,7,,,[lua] [sql] KS99 Adjustments
aa8970bdd8,2026-04-09,D,other,1,,,Docs: Add advanced guidance for IF usage and event packets
b9cb752efc,2026-04-09,D,sql,2,,,Add missing usable items
c0c6f2e831,2026-04-09,D,lua,11,,,Missions: Add empty stubs for remaining ACP missions
c567ad1e11,2026-04-09,D,other,3,,,Docs: Add information on capture formats
ce528ee35b,2026-04-09,D,cpp,6,,,[login] Adjust char info management during the lifetime of data_session
e1dccd163f,2026-04-09,D,lua+sql,4,,,Add missing BCNM orbs and storage slips
ed71830055,2026-04-09,D,other,4,,,Docs: Add guidance for humans and AI agents
f6c6c0386a,2026-04-09,D,cpp+sql,2,,,Support floating activation time on usable items
fc8e12820b,2026-04-09,D,sql,2,,,Add missing furnishing items
04434dc6a6,2026-04-10,D,lua+sql,8,,,Knocking on Forbidden Doors fight mechanics and adjustments
144bc22d80,2026-04-10,D,sql,1,,,"Audit equipment levels, jobs, slot, size"
23b2918f54,2026-04-10,D,lua,1,,,Drop nodiscard flag from setters
370ef5efca,2026-04-10,D,sql,1,,,"Audit weapons skill, damage, delay"
520420b62a,2026-04-10,D,sql,1,,,Audit items stack size
5ecee5d3f0,2026-04-10,D,sql,1,,,"Audit furnishing storage, element"
7e75c5e7a3,2026-04-10,D,sql,1,,,Audit usable items usage time and targets
86bd915c59,2026-04-10,B,cpp,1,adopted,in verified batch 2026-08-21; build + 264/264 tests pass,[core] Exclude mobs from Martial Arts calculations
8e55a34834,2026-04-10,D,mod,1,,,[lua] WoTG Sword Module Bugfix
9017a8e1c6,2026-04-10,D,sql,1,,,Audit item flags
92bde839a8,2026-04-10,C,lua,1,candidate,"applies cleanly, not yet built or reviewed",[lua] Fixes curtana floating qm
a611a44059,2026-04-10,B,cpp+lua,3,adopted,in verified batch 2026-08-21; build + 264/264 tests pass,[core][lua] Correct base TP returns for mobs.
addc03c7d3,2026-04-10,D,lua,1,,,[lua] Aydeewa Diremite Remove unused mixin
ea0859a360,2026-04-10,D,sql,1,,,Audit weapon damage type
f2b185ef6d,2026-04-10,D,sql,1,,,Sort usable item entries
16b23947fd,2026-04-11,D,cpp+sql,3,,,Flag certain items to skip rare check and recycle bin
3858da89af,2026-04-11,D,cpp+sql,7,,,Validate furniture placement
6b5f71d4a2,2026-04-11,D,lua,2,,,[lua][chore] ROE Objective enums
8fc22d13d3,2026-04-11,D,cpp+lua+sql,20,,,"[Trust, core, sql, lua] August gambits and supporting gambit_container changes (#9718)"
2deb0371df,2026-04-12,D,lua+sql,6,content-queued,see content_queue.csv; new_text_keys=1; applies_clean=no,Return to the Depths implementation
334f609f8c,2026-04-12,D,sql,1,,,[sql] Minuet / Titanis Earring Latents
3717ea254e,2026-04-12,C,lua,1,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Alsha immediately changing phase after last cure is casted
4d6f3c1419,2026-04-12,D,lua+sql,6,,,"[lua, sql] Implement Promy Dem Apex Mobs"
706b1dae70,2026-04-12,D,lua+sql,5,,,[sql] Delete unused and duplicate mob family values
8f06279c4f,2026-04-12,D,lua+sql,4,,,[lua] [sql] Storms of Fate & Bahamut Mobskills
bf2857a1f1,2026-04-12,D,lua+sql,29,content-queued,see content_queue.csv; new_text_keys=3; applies_clean=no,"[lua, sql] Rework ToAU 15 Black Coffin battlefield"
c696d2a797,2026-04-12,D,lua+sql,2,,,"Curilla gambits, skills and mods"
07892ae888,2026-04-13,D,cpp+sql,11,,,"/translate support, JP item names"
1a2a4edc26,2026-04-13,D,lua+sql,5,,,Implement Promy Vahzl Apex Mobs
637bd9281b,2026-04-13,D,lua+sql,5,,,Implement Promy Holla Apex Mobs
b768adde6d,2026-04-13,D,lua+sql,5,,,Implement Promy Mea Apex Mobs
253e0241cd,2026-04-14,C,lua,1,candidate,"applies cleanly, not yet built or reviewed",[lua] Fix ranged PDIF edgecase
466b390b83,2026-04-14,D,lua+sql,6,,,Riverne A NM Audits
755a441748,2026-04-14,D,lua,1,,,Unbridled Passion bugfix
760bf5a3c2,2026-04-14,D,lua+sql,10,,,Skull of Sins Audit
7f3d94b50e,2026-04-14,D,lua,5,,,Cleanup teleport NPC scripts
8267b4f324,2026-04-14,D,cfg+cpp+mod+tools,171,skip-large,"171 files, structural",Fold PacketGuard into the general C2S system
890547924b,2026-04-14,D,lua,12,,,[lua] Convert Better Part of Valor + Fires of Discontent  to IF
c4d0b85bfa,2026-04-14,B,cpp,1,adopted,in verified batch 2026-08-21; build + 264/264 tests pass,[core] Don't fire mobskill if mob has Hysteria status
c8fbdc13f7,2026-04-14,D,lua,1,,,[lua] Move melee spike ratio out to a function
cad7d51cb6,2026-04-14,D,lua,1,,,[lua] Implement high/low pdif rolls for melee
da3761ecdb,2026-04-14,D,lua+sql,8,,,[lua] [sql] Divine Might Tuning
e1276d41c6,2026-04-14,D,lua,1,,,[Quest] Chocobos Wounds Trade Function Correction
0c5660bd26,2026-04-15,D,lua+sql,21,,,[lua][sql] COP Bomb/Snoll Skill Lists + Audit
18bda03219,2026-04-15,D,cpp+sql,6,,,[cpp] Cleanup my old HP formula
414034479b,2026-04-15,D,lua,1,,,BLU LB Raubahn out of combat self buff adjustment
480fc90af8,2026-04-15,D,lua,1,,,SMN AF2 Dryad roaming
74168dee71,2026-04-15,C,lua,2,conflict,does not apply cleanly onto 9e6f10c2fb,"Fix quest events, their priority and overall cleanup"
77a45077e4,2026-04-15,D,cpp,1,,,Remove Battlefield Scripted Roamflag
8a0b14a9d1,2026-04-15,B,cpp,2,conflict,does not apply cleanly onto 9e6f10c2fb,[core] Adjust IEP code to /check IEP at 56 exactly
9c6a96c167,2026-04-15,D,sql,1,,,Change default spell list entry to a buff
bbcc6daecc,2026-04-15,D,lua,2,,,Corrects Tantra Cyclas +1 functionality and cleanup Impetus
0d5d533026,2026-04-16,C,lua,1,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Chocobo's Wounds
4bac3d196f,2026-04-16,D,mod,1,,,"[Module] Quest ""Chocobo's Wounds"" - Era-Wait-Time"
5c2811106e,2026-04-16,C,lua,2,conflict,does not apply cleanly onto 9e6f10c2fb,"Fix mobskill spam: Angler Orobon, Tinnin"
70bc4de761,2026-04-16,D,cpp,1,,,[cpp] Changes crystal drop rate per party member and rates
ae66f530fc,2026-04-16,D,lua+sql,24,content-queued,see content_queue.csv; new_text_keys=0; applies_clean=no,[lua] [sql] The Wyrmking Descends
ebd76f3ff3,2026-04-16,D,cpp+lua,653,skip-large,"653 files, structural","[cpp, lua] Moves dynamis cpp function to lua"
1fd0331521,2026-04-17,D,lua,4,,,[lua] utils.shadowAbsorb cleanup
5d27c7291b,2026-04-17,D,cpp,1,,,Round packet size to nearest 4
880a1b23d6,2026-04-17,C,cpp,1,conflict,does not apply cleanly onto 9e6f10c2fb,[cpp] Fix NM hp in mob groups not working
f32ef90c70,2026-04-17,D,lua+sql,6,,,Riverne B NM Audits
084693c510,2026-04-18,D,lua+sql,15,,,[lua] [sql] Markmanship Mobskills
123a4de7f0,2026-04-18,B,cpp,1,adopted,in verified batch 2026-08-21; build + 264/264 tests pass,[core] Set EVA Rank fallback for jobs with no subjob.
51bb1d040e,2026-04-18,D,cpp+lua,4,,,Fire _TAKE listeners on all AoE targets
5d4a6ffd93,2026-04-18,C,sql,1,candidate,"applies cleanly, not yet built or reviewed",[sql] Correct Ancient Bomb Levels
6298ad87cf,2026-04-18,D,lua,1,,,Lower chance for Dynamis staggers if not main target
